12EAFw,4,月5,富山県の教育実践II,徳橋曜,2; 3; 4,専門教育科目先進的教育科目(共通領域),1,発141講義室,第1回~第7回は元学校教員である実務家教員や、現職の学校教員をゲストスピーカーとして招き、実践の様子を話してもらう。それぞれの回の授業内容はゲストスピーカー次第であるが、前置き・ゲストスピーカーの講義・ディスカッション・まとめという基本形を想定する。\\n第1回:授業の狙い・教育実践の例1(ゲストスピーカー)\\n第2回:教育実践の例2(ゲストスピーカー)\\n第3回:教育実践の例3(ゲストスピーカー)\\n第4回:教育実践の例4(ゲストスピーカー)\\n第5回:教育実践の例5(ゲストスピーカー)\\n第6回:教育実践の例6(ゲストスピーカー)\\n第7回:教育実践の例7(ゲストスピーカー)\\n第8回:まとめのディスカッション\\n具体的なゲストスピーカーについては後日このシラバスで知らせます。ゲストスピーカーは教職大学院の現職教員院生、学部の実務科教員、附属学校園の教員です。中・高・特別支援学校の分野に比重を置く予定です。,毎回、授業終了後(最終回を除く)、1日以内に振り返りを提出してもらう。正当な理由なく3回以上振り返りが提出されなければ、不可となる。授業での活動とこの振り返りの評価を合わせて30%、授業最後に提出してもらう簡易レポートの評価が70%となる。レポートの評価については、特に自分自身が実践したら、という観点を重視する。,連絡先:tokuhasi@edu.u-toyama.ac.jp
12FBB1,4,月2,保育内容の指導法(健康)(健康に関する現代的課題を含む),森慶惠,,,,,,,
12FCBo,4,月3,幼児教育カリキュラム論II,若山育代,3; 4,専門教育科目第二校種免許専門科目,1,発115講義室,第1回:領域による総合的な教育を実現する教育課程\\n第2回:領域による総合的な教育を実現する教育課程の実際\\n第3回:長期的な視点に基づく幼児や園; 地域の実態を踏まえた教育課程の実際\\n第4回:長期的な視点に基づく幼児や園; 地域の実態を踏まえた指導計画の実際\\n第5回:幼稚園教育要領に規定されるカリキュラム・マネジメントの意義と重要性\\n第6回:幼稚園教育要領に規定されるカリキュラム・マネジメントの方法\\n第7回:カリキュラム評価の基礎的な考え方の理解\\n第8回:カリキュラムに関するまとめ,授業ノート(40%)\\n<評価基準>学修の内容を適切に表現している。\\n発展学修(40%)\\n<評価基準>資料の内容を正しく理解したうえで; 自分の意見を述べている。\\n教育課程に基づく具体的な幼児の姿のエピソード集(20%)\\n<評価基準>乳幼児の発達の流れや過程の全体を理解している。,
12FETo,4,月1,社会福祉概論II,志賀文哉,2; 3; 4,専門教育科目第二校種免許専門科目,1,発117講義室,授業計画\\n第1回:オリエンテーション-日本社会の変化と社会福祉の制度設計\\n第2回:共生社会の実現と諸外国の動向\\n第3回:社会保障および関連制度\\n第4回:社会福祉の行財政・計画(メディア授業予定)\\n第5回:社会福祉の専門職と連携\\n第6回:相談援助の理論・方法・技術\\n第7回:今後の社会福祉\\n第8回:全体のまとめ\\n定期試験は実施しない。,・毎回実施する授業内小レポート(30%)\\n・レポート試験(70%),
12HBDa,4,月4,日本語学演習II,宮城信,3; 4,専門教育科目第二校種免許専門科目,1,発112講義室,授業計画\\n第1回:ガイダンス\\n第2回:類義語の意味分析の方法について(1)類義語と対義語の関係\\n第3回:類義語の意味分析の方法について(2)意義素\\n第4回:受講生による類義語の意味分析の発表とディスカッション(1)語の語義記述をめぐって\\n第5回:受講生による類義語の意味分析の発表とディスカッション(2)語彙分類表(シソーラス)\\n第6回:受講生による類義語の意味分析の発表とディスカッション(3)語の意味と語形成\\n第7回:受講生による類義語の意味分析の発表とディスカッション(4)語の位相と使い分け・待遇表現\\n第8回:受講生による類義語の意味分析の発表とディスカッション(5)語のニュアンス・いわゆる豊かな表現とは,発表(60%)とそれに基づく学期末レポート(40%)で評価する。\\n(評価基準:調査・発表が出来れば「可」、発表内容について十分な受け答えが出来れば「良」、他人の発表に対して十分な質問・応答が出来れば「優」または「秀」)\\nただし「欠席が3回になった時点で不可または評価対象外」となる。(特別な理由がある場合は考慮します。),
12HBHw,4,月2,日本語表現II(言語指導におけるデータと理論の融合),宮城信,2; 3; 4,専門教育科目第二校種免許専門科目,1,発113講義室,授業計画\\n第1回:ガイダンス\\n第2回:使用語彙・理解語彙/テーマと文種/文体と文章論\\n第3回:教科書における作文課題の体系と概説\\n第4回:文章作成と指導・支援(1)説明文系\\n第5回:文章作成と指導・支援(2)論説文・観賞文系\\n第6回:文章作成と指導・支援(3)創作系\\n第7回:作文評価と実際の指導・支援のあり方\\n第8回:授業のまとめ\\n第8回:授業のまとめ,最終レポート(80%); 授業中の積極的参加度(20%)で総合的に判断する。\\n(評価基準:講義内容を説明できれば「可」、講義内容に関する質問に答えられたら「良」、講義内容に関する独自の質問ができれば「優」または「秀」),
12ICBw,4,月1,西洋史学概論II(現代的課題を踏まえて),徳橋曜,2; 3; 4,専門教育科目第二校種免許専門科目,1,発211講義室,現在の西洋史学における研究動向や歴史教育の課題を踏まえて、近世以降の西洋史に関する一般的包括的な知識と歴史認識を修得する。特に「歴史総合」の観点を意識しつつ、ウォーラーステインの近代世界システム論を思考のツールとして援用し、随時ディスカッションをしながら、西洋史という視点から16世紀以降の世界の連関と一体化を概観する。\\nなお、西洋史学概論Iを受講した後に本授業を受講することが望ましい。\\n以下のような内容で講義を進める予定である。\\n第1回:はじめに:現代的視点と歴史学(基礎的概念の確認と授業の視点・テーマについて)\\n第2回:宗教改革のヨーロッパ(宗教改革期のヨーロッパ社会の変容)\\n第3回:文明と野蛮(17~18世紀ヨーロッパ諸国の植民地支配と世界認識)\\n第4回:ナショナリズムの幻想と現実(19世紀のナショナリズムの拡散と影響)\\n第5回:帝国主義と世界システム(19~20世紀のヨーロッパと世界)\\n第6回:「国民の戦争」の時代(第一次世界大戦とヴェルサイユ体制)\\n第7回:イデオロギーと大衆(ファシズムの台頭と第二次世界大戦)\\n第8回:冷戦からポスト冷戦へ(第二次世界大戦後のヨーロッパと世界),期末に課する試験ないしレポートによる。また必要に応じて授業期間の途中でレポートを課した場合、これを期限どおりに提出したかどうかも最終的な成績に加味する。評価に際しては、グローバルヒストリーという観点からの西洋史像と歴史的事象の知識の理解度(80%)を基準とし、さらに毎回の授業の「振り返り」を合わせた評価を、成績評価の20%とする。なお、全体を通じて5回以上、未提出の「振り返り」があった場合、「振り返り」の評価は0とする。,連絡先tokuhasi@edu.u-toyama.ac.jp
12ICJo,4,月2,西洋史学演習IV,徳橋曜,3; 4,自由科目第二校種免許専門科目,1,発221講義室,西洋史学の動向や関心の現状を理解するために、欧米の歴史に関する欧語文献を講読する。同時に欧語文献を的確に読み、理解する訓練も行う。どのようなテキストを使うかは、事前に受講者の意向や希望する時代・地域・分野を相談して決定する。受講者には毎回の発表を割り当てる。なお、受講者のスキル・関心等に応じて、内容を一部変更することがある。\\n授業計画\\n第1回:西洋史に関わる史料の区分について基礎的な情報を論じ、そうした史料の一部を実際に解読する体験をする。史料としては都市法を取り上げる。\\n第2回:西洋史に関わる史料の区分について基礎的な情報を論じ、そうした史料の一部を実際に解読する体験をする。史料としては公証人文書を取り上げる。\\n第3回:西洋史学演習I~IIIでのテキスト講読を踏まえて、履修者がそれぞれの問題関心に応じて提出した欧語論文の内容を検討し、テキストとするもの1本(20~30頁程度を想定)を選定する。\\n第4回:欧語論文の講読1:受講者が担当部分について要約しながら内容を発表する。これに対して教師がコメント・解説を加える。\\n第5回:欧語論文の講読2:受講者が担当部分について要約しながら内容を発表する。これに対して教師がコメント・解説を加え、ディスカッションをする。\\n第6回:欧語論文の講読3:受講者が担当部分について要約しながら内容を発表する。これに対して教師がコメント・解説を加え、ディスカッションをする。\\n第7回:欧語論文の講読4:受講者が担当部分について要約しながら内容を発表する。これに対して教師がコメント・解説を加え、ディスカッションをする。\\n第8回:演習で行ってきた活動を踏まえて、日本人が行う西洋史研究の意味や学校教育現場でどのように生かせるかについて議論し、それぞれが自分の意見をまとめる。,毎回の発表における文献の内容の理解度(80%)、発表を聞く側の理解に配慮しているかといった発表の内容(20%)を評価する。,連絡先tokuhasi@edu.u-toyama.ac.jp
12IDDa,4,月2,地誌学II,山根拓,2; 3; 4,専門教育科目第二校種免許専門科目,1,発211講義室,第1回:外国地誌を学ぶ意義と方法\\n第2回:先進国(群)の地誌:都市を中心に\\n第3回:先進国(群)の地誌:農山漁村を中心に\\n第4回:新興国(群)の地誌:農山漁村を中心に\\n第5回:新興国(群)の地誌:都市編\\n第6回:発展途上国(群)の地誌:都市を中心に\\n第7回:発展途上国(群)の地誌:農山漁村を中心に\\n第8回:期末試験と総括,・授業後レポート10%<評価基準>各授業内容を正しく理解したうえで; 自分の意見を述べることができている\\n・期末試験90%<評価基準>達成目標に示す内容について; 正しく理解している,
12IDLa,4,月1,地理学演習IV,山根拓,3; 4,自由科目第二校種免許専門科目,1,発221講義室,第1回:定量的データの調査方法1(アンケート調査)\\n第2回:定量的データの調査方法2(史資料調査)\\n第3回:野外調査の実施1(土地利用調査)\\n第4回:野外調査の実施2(史資料調査と聞き取り調査)\\n第5回:調査結果の報告\\n第6回:調査結果の整理と図表作成1(土地利用図の作成)\\n第7回:調査結果の整理と図表作成2(その他の主題図やグラフ作成)\\n第8回:作成した図表の読解と討論,演習を通じた発表(45%)と課題提出(45%); その他(10%)の平常評価の成績によって評価する。,
12IGD1,4,月3,倫理学II(現代応用倫理学を含む),山本英輔,,,,,,,
12JAD1,4,月2,数学科教育法IV(石川県の教育実践を含む),伊藤伸也,,,,,,,
12JBDw,4,月3,代数学II,石川秀明,3; 4,専門教育科目第二校種免許専門科目,1,発332講義室,講義形式\\n第1回:環の定義\\n第2回:環の諸性質\\n第3回:イデアル\\n第4回:商環\\n第5回:体の定義\\n第6回:体の性質\\n第7回:総合問題\\n第8回:定期試験,定期試験70点+平常点30点=合計100点。60点以上が合格。\\n平常点は随時行う小テスト、レポートなどをもとに評価する。,連絡先ishikawa@edu.u-toyama.ac.jp\\nオフィスアワー水曜5限\\n他学部履修は不可
12JCF1,4,月4,曲面論,長谷川和志,,,,,,,
12KBD1,4,月1,理科内容A(一般物理学),辻井宏之,,,,,,,
12KBFa,4,月3,理科内容演習AII(物理学),成行泰裕,3; 4,専門教育科目第二校種免許専門科目,1,発221講義室,授業計画\\n第1回:ガイダンス\\n第2回:静電現象\\n第3回:電流・磁界\\n第4回:電気容量\\n第5回:電磁誘導\\n第6回:電磁波\\n第7回:光の性質\\n第8回:音と波\\n定期試験は実施しない。,演習問題の解説の内容を評価する(100%)\\n(すべての達成目標に関連),
12KDDw,4,月2,理科内容B(一般化学),片岡弘,2; 3; 4,専門教育科目第二校種免許専門科目,1,発115講義室,第1回:ガイダンス、酸と塩基I(水溶液のpH)\\n第2回:酸と塩基II(酸塩基滴定)\\n第3回:酸と塩基III(緩衝作用)\\n第4回:酸化と還元I(化学電池)\\n第5回:酸化と還元II(起電力とギブズエネルギー)\\n第6回:反応速度論I(化学反応速度)\\n第7回:反応速度論II(反応機構)\\n第8回:まとめ、定期試験,毎回の課題(30%)、定期試験(70%)\\n合計100点満点で60点以上を合格とする。\\n<評価基準>\\n達成目標に示す内容について; 正しく理解し、説明できている,
12KDFa,4,月4,理科内容演習BII(化学),片岡弘,3; 4,専門教育科目第二校種免許専門科目,1,発221講義室,第1回:ガイダンス\\n第2回:化学分野の文献の探し方\\n第3回:化学分野の文献調査、教材の研究\\n第4回:化学分野の文献、教材の内容理解、要約\\n第5回:化学分野の文献、教材について発表準備\\n第6回:化学分野の文献、教材について発表\\n第7回:化学分野の文献、教材について、ほかの受講生の内容理解と質疑応答\\n第8回:まとめ\\n*定期試験は実施しない。,レポート(60%)、発表内容(30%)、授業参加への積極性(10%)\\n合計100点満点で60点以上を合格とする。\\n<評価基準>\\n達成目標に示す内容について; 正しく理解し、説明できている,
12LDE7,4,月3; 月4,ピアノ奏法IV,小野隆太,,,,,,,
12LDJ7,4,月1; 月2,アンサンブルIV(木管),南部匡恵,,,,,,,
12MAHa,4,月2,美術科教育法VIII,上山輝,3; 4,専門教育科目第二校種免許専門科目,1,発342講義室,授業計画\\n第1回:A表現「絵に表現する活動」の教科書題材の学習指導案の作成\\n第2回:A表現「彫刻に表現する活動」の教科書題材の学習指導案の作成\\n第3回:A表現「デザインに表現する活動」の教科書題材の学習指導案の作成\\n第4回:A表現「工芸に表現する活動」の教科書題材の学習指導案の作成\\n第5回:B鑑賞「鑑賞する活動」の教科書内容の比較\\n第6回:B鑑賞「鑑賞する活動」の教科書内容の比較に基づく課題の整理\\n第7回:B鑑賞「工芸に表現する活動」の教科書内容の比較,計5枚の学習指導案の内容によって評価する。,
12MDFa,4,月3; 月4,デザインIV,上山輝,3; 4,専門教育科目第二校種免許専門科目,1,,第1回:オリエンテーション、課題「ソーシャルデザイン」の導入\\n第2回:課題「ソーシャルデザイン」の資料研究\\n第3回:課題「ソーシャルデザイン」の資料研究の成果発表\\n第4回:課題「ソーシャルデザイン」のスケッチ・本制作へ向けた進行状況チェック\\n第5回:課題「ソーシャルデザイン」の制作(1)・進行チェック(1)\\n第6回:課題「ソーシャルデザイン」の制作(2)・進行チェック(2)\\n第7回:課題「ソーシャルデザイン」の制作(3)・プレゼンテーション準備\\n第8回:課題「ソーシャルデザイン」のプレゼンテーション,・20%授業における態度・技能\\n・80%レポート・演習の発表点,
12NADw,4,月2,保健体育科教育法IV(富山県の教育実践を含む),佐伯聡史,2; 3; 4,専門教育科目第二校種免許専門科目,1,第2体育館・下; 発311講義室,第1回:ガイダンス・富山県の教育実践についての解説\\n第2回:器械運動の特性に応じた情報機器及び教材の効果的な活用法\\n第3回:平均台運動の知識及び技能を学習と学習指導案の作成\\n第4回:平均台運動の模擬授業の実施\\n第5回:とび箱運動の知識及び技能を学習と学習指導案の作成\\n第6回:とび箱運動の模擬授業の実施\\n第7回:各種目の発展的な学習内容についての学習指導への検討\\n第8回:器械運動における実践研究の動向について\\n定期試験は課さない。毎時レポートを提出する。,毎時レポート(100%)\\n(評価基準)本時の授業内容を正しく理解しているかを見る,
12NEB1,4,月1,運動生理学II(海外の先端事情を含む),増田和実,,,,,,,
12NXBo,4,月4,コーチング論II,神野賢治,3; 4,自由科目第二校種免許専門科目,1,発311講義室,第1回:オリエンテーション、スポーツインテグリティ\\n第2回:スポーツと栄養\\n第3回:アンチ・ドーピング\\n第4回:対他者力や対自己力を磨く\\n第5回:スキルと心のトレーニング\\n第6回:ハイパフォーマンススポーツにおける今日的なコーチング\\n第7回:スポーツ指導者の法的責任、スポーツ仲裁\\n第8回:最終回、本講義のまとめと整理,各回、教員からの課題等で評価する。\\n・各回レポート\\n・受講意欲、態度,
12OCB1,4,月1,被服学概論II,森島美佳,,,,,,,
12OCF1,4,月3,被服学演習II,森島美佳,,,,,,,
12ODFw,4,月4,食物学演習II,藤本孝子,3; 4,専門教育科目第二校種免許専門科目,1,発116講義室,第1回ガイダンス、食生活の現状と課題\\n第2回学術論文の講読発表と討論(1)食育\\n第3回学術論文の講読発表と討論(2)朝食の欠食\\n第4回学術論文の講読発表と討論(3)肥満とやせ\\n第5回学術論文の講読発表と討論(4)不規則な食事、孤食、共食\\n第6回学術論文の講読発表と討論(5)栄養バランス\\n第7回学術論文の講読発表と討論(6)心身の健康とのかかわり\\n第8回学術論文の講読発表と討論(7)環境とのかかわり,発表資料・発表内容(およそ50%)、レポート(およそ30%)、授業への取り組み姿勢(およそ20%),
12OFD1,4,月2,保育学II(実習を含む),滝口圭子,,,,,,,
12PAD1,4,月1,英語科教育法IV(石川県の教育実践を含む),滝沢雄一,,,,,,,
12PAHa,4,月4,英語科教育法VIII,秋田万里子,3; 4,専門教育科目第二校種免許専門科目,1,人第1講義室,第1回:授業概要の説明/外国語科の目標と評価\\n第2回:聞くことの評価の実際\\n第3回:読むことの評価の実際\\n第4回:話すことの評価の実際\\n第5回:書くことの評価の実際\\n第6回:単元計画作成の視点と教材及びICTの活用法\\n第7回:単元計画の作成:共有とリフレクション\\n第8回:まとめ,授業への積極的参加50%、模擬授業50%,
12PCD1,4,月2,英語文学概論IV(アメリカ),久保拓也,,,,,,,
12PDHa,4,月3,英会話IV(応用),ジャックリーランダル,3; 4,専門教育科目第二校種免許専門科目,1,発114講義室,上級レベルのリスニング教材を聴き、コミュニケーション力の向上を目指す。授業はディクテ―ションが中心となる。\\n(ToimproveEnglishcommunicationskillsbylisteningtoadvancedlevellisteningmaterials.Classeswillfocusondictation.\\n第1回:イントロダクション\\n第2回:Unit1Chapter1:History:vocabularyandbasicpractice\\n第3回:Unit1Chapter1:History:advancedpractice\\n第4回:Unit1Chapter2:Politicalleaders:vocabularyandbasicpractice\\n第5回:Unit1Chapter2:Politicalleaders:advancedpractice\\n第6回:Unit2Chapter3:Ecologyandtheenvironment:vocabularyandbasicpractice\\n第7回:Unit2Chapter3:Ecologyandtheenvironment:advancedpractice\\n第8回:定期試験(TermTest),TermTest100%,
12YCDo,4,月4,発達福祉統計学II,小林真,3; 4,自由科目保育士に関する科目,1,人発端末室,第1回母数が既知の場合のt検定\\n第2回母数が未知の場合のt検定\\n第3回t検定の実際\\n第4回分散分析の基本的な考え方\\n第5回1要因の分散分析と多重比較\\n第6回主効果と交互作用(2要因の分散分析の実際)/被験者内要因の考え方\\n第7回相関関係について\\n第8回相関関係を利用した多変量解析・学期末試験,試験100%で評価する。ただし5回以上欠席した者は履修放棄とみなす。\\n※ただし、前学期中に対面授業が全くできない場合には別途レポートに\\n切り替える予定。\\n試験は、統計の基礎概念と分析技法を説明する論述形式で行う。\\n達成目標に挙げた8つの内容について出題する。各設問では、授業で触れた\\n内容が正しく記述されていれば7割の得点を与える。事前・事後学修によって\\nより詳しい説明が記載されていれば加点する。不正確な記述の場合には減点\\nする。,
12BGAw,1,火4,道徳教育論(理論),児島博紀,3; 4,専門教育科目道徳、総合的な学習の時間等の指導法及び生徒指導、教育相談等に関する科目,1,発141講義室,第1回:イントロダクション――現代社会における道徳教育の課題\\n第2回:道徳とは何か1――慣習としての道徳、道徳は相対的か\\n第3回:道徳とは何か2――道徳は教えられるか\\n第4回:道徳教育と心理学1――道徳性の認知発達理論\\n第5回:道徳教育と心理学2――ケアの倫理、社会的直観モデル\\n第6回:道徳教育の歴史1――明治期から終戦まで\\n第7回:道徳教育の歴史2――戦後、そして現代\\n第8回:学習指導要領における道徳教育と理論編の振り返り――指導法の学習に向けて,期末レポート40%\\n授業内容をふまえつつ、設定された課題に対する自らの見解を論理的に述べることができる。\\n課題60%(20%×3回)\\n重要事項を正しく理解し、論じることができる。,
12BJAw,1,火5,教育技術学,黒田卓,3; 4,専門教育科目道徳、総合的な学習の時間等の指導法及び生徒指導、教育相談等に関する科目,1,発141講義室,第1回:学びとメディアの関係\\n第2回:教育の情報化の動向-GIGAスクール構想で学校はどう変わったのか・これからの教師・生徒に求められる情報活用能力\\n第3回:教科指導におけるICTの活用-電子教科書・電子黒板・クラウドを活用した授業実践\\n第4回:ICTを利用した教育方法改善-反転授業、遠隔教育等-\\n第5回:効果的な教材デザイン-デジタルコンテンツの可能性・【演習】教材製作\\n第6回:学校における教育活動と著作権\\n第7回:子どもに伝えたい情報モラル・セキュリティ\\n第8回:【総合実習】これからの教員に求められる能力とは\\n定期試験,中間課題30%、最終課題70%で総合的に評価する\\n<評価基準>\\n達成目標に示す内容について; 正しく理解している\\n達成目標に示す内容について; 正しく説明できている,
12CFAk,1,火1,音楽科基礎A(講義),増田建太,2; 3; 4,専門教育科目小学校の教科に関する専門的事項,1,,第1回:音楽概論/西洋音楽の基礎(楽典)\\n第2回:ソルフェージュ1(リズム打ち)\\n第3回:ソルフェージュ2(旋律の書き取り)/小テスト\\n第4回:歌唱概論/歌唱教材演習(《うみ》《茶つみ》《朧月夜》)\\n第5回:器楽概論/リコーダー演習\\n第6回:リズム創作演習\\n第7回:西洋音楽史と鑑賞教材\\n第8回:世界音楽史と鑑賞教材/小テスト/レポート提出,成績評価は下記の項目から総合して判断します。\\n・小テスト(20%)\\n〈評価基準〉\\n達成目標に示す内容について; 正しく理解している\\n・最終テスト(20%)\\n〈評価基準〉\\n達成目標に示す内容について; 正しく理解している\\n・レポート(60%)\\n〈評価基準〉\\n各授業内容を正しく理解したうえで; 自分の意見を述べることができている\\n大学レポートにふさわしい正式な文章表現を正しく扱うことができている\\n出席率によって単位取得不可となる場合があります。\\n当然ながら; 欠席によって学修が不十分となることで; 各種テストや課題の出来具合が悪化し; 単位取得に影響する可能性はあります。,ソプラノリコーダーを使用しますので; 用意しておいて下さい。
12CFAt,1,火4,音楽科基礎A(講義),増田建太,2; 3; 4,専門教育科目小学校の教科に関する専門的事項,1.0,341講義室,第1回:音楽概論/西洋音楽の基礎(楽典)\\n第2回:ソルフェージュ1(リズム打ち)\\n第3回:ソルフェージュ2(旋律の書き取り)/小テスト\\n第4回:歌唱概論/歌唱教材演習(《うみ》《茶つみ》《朧月夜》)\\n第5回:器楽概論/リコーダー演習\\n第6回:リズム創作演習\\n第7回:西洋音楽史と鑑賞教材\\n第8回:世界音楽史と鑑賞教材/小テスト/レポート提出,成績評価は下記の項目から総合して判断します。\\n・小テスト(20%)\\n〈評価基準〉\\n達成目標に示す内容について; 正しく理解している\\n・最終テスト(20%)\\n〈評価基準〉\\n達成目標に示す内容について; 正しく理解している\\n・レポート(60%)\\n〈評価基準〉\\n各授業内容を正しく理解したうえで; 自分の意見を述べることができている\\n大学レポートにふさわしい正式な文章表現を正しく扱うことができている\\n出席率によって単位取得不可となる場合があります。\\n当然ながら; 欠席によって学修が不十分となることで; 各種テストや課題の出来具合が悪化し; 単位取得に影響する可能性はあります。,ソプラノリコーダーを使用しますので; 用意しておいて下さい。
12DAAa,1,火2,初等国語科教育法I,尾矢貞雄,2; 3; 4,専門教育科目小学校の教科指導法,1,発141講義室,第1回:小学校課程における国語科の位置づけ\\n第2回:小学校国語科における指導内容\\n第3回:「話すこと・聞くこと」領域の指導内容\\n第4回:音声言語を対象とした指導上の留意点\\n第5回:音声言語を対象とした指導の実践例の検討(情報機器及び教材の活用を含む)\\n第6回:「書くこと」領域の指導内容\\n第7回:文字言語による表現指導の留意点\\n第8回:文字言語による表現指導の実践例の検討(情報機器及び教材の活用を含む),指導案作成70%、受講態度30%,
12DEAb,1,火3,初等生活科教育法I,山本銀兵,3; 4,専門教育科目小学校の教科指導法,1,発141講義室,第1回:オリエンテーション/生活科の誕生と小学校教育での位置づけ・学習指導要領の検討\\n第2回:動物飼育に関する実践1「生」の授業\\n第3回:動物飼育に関する実践2愛玩動物を大切に育てる・飼育の際の注意など\\n第4回:生活科の多様な実践1栽培・食育をテーマとした実践食べ物を育てて食べる\\n第5回:生活科の多様な実践2学校探検・自己の成長を振り返る・昔の遊びなど\\n第6回:先進校に学ぶ1-長野県伊那市立伊那小学校の実践\\n第7回:先進校に学ぶ2-奈良女子大学付属小学校や富山県富山市立堀川小学校の実践\\n第8回:効果的な情報機器の活用とまとめ\\n定期試験は実施しない,講義レポート(振り返り)・学習指導案・模擬授業50%\\n学習指導要領の記述についての理解、授業設計、情報機器及び教材の活用等について、授業で扱った内容を踏まえた上で、自分の考えを筋道立てて記述することができる。内容項目ごとの教材研究の結果に学習指導要領; 単元の学習指導について記述できている。\\n最終レポート50%\\nこれまでの講義を振り返り; テーマに沿った最終レポートを作成する。,
12DHAb,1,火2,初等家庭科教育法I,磯崎尚子,2; 3; 4,専門教育科目小学校の教科指導法,1,発111講義室,授業計画\\n第1回:オリエンテーション\\n第2回:家庭科の歴史的変遷、諸外国の家庭科\\n第3回:家庭科の特性と目標、学習指導要領と教科書\\n第4回:今日の衣食住の課題と学習\\n第5回:実習・実験・ものづくりの教育的意義、情報機器及び教材の活用法\\n第6回:年間指導計画、学習指導案、評価\\n第7回:模擬授業の実施と批評\\n第8回:まとめ\\n定期試験または最終レポート,定期試験(50%)、提出課題評価(30%)、小テスト(20%),実習費(調理実習、被服実習などの材料費)がかかることがあります。
12DJAa,1,火3,初等英語科教育法I,小木曽智子,3; 4,専門教育科目小学校の教科指導法,1,発331講義室,第1回:授業概要の説明/小学校外国語教育の背景\\n第2回:学習指導要領\\n第3回:コミュニケーション\\n第4回:第二言語習得理論\\n第5回:インプットとアウトプット\\n第6回:ICTおよび教材・教具の活用法\\n第7回:授業観察及び分析\\n第8回:指導計画/期末試験,試験(60%)、課題・レポート(30%)、小テスト(10%)\\n小学校で英語を教えるために必要とされるコミュニケーション、第二言語習得理論、学習指導要領、インプットとアウトプット等、など、英語の教授・学習の基本的な理念・知識について、学習指導要領を踏まえつつ理論的や実践的に考察し理解を深め、英語科における指導の基礎を身につけているかを評価します。,■MicrosoftTeamsを使用して、教材の配布や小テストを実施します。授業内で、携帯あるいはPCなどの電子機器を使用した活動を行うことがあるので、オリエンテーションでの説明をよく聞いてください。\\n■基本は対面授業ですが、教員の出張等やむを得ない事情により、一部、オンライン(オンデマンド)形式の授業を行ったり、休講・補講にする可能性があります。授業連絡に注意してください。
12FBKw,1,火2,表現の指導法(現代的課題を踏まえた富山などの地域の保育実践と最新指導事例を含む),澤聡美,3; 4,専門教育科目第二校種免許専門科目,1,発114講義室,1回目授業のオリエンテーションと講義(保育の過程の理解)\\n2回目幼稚園等における幼児の表現の観察\\n3回目指導案の立案\\n4回目指導案の立案と教材研究\\n5回目指導案の相互評価\\n6回目模擬保育\\n7回目幼稚園等における指導案の実践\\n8回目保育実践の振返りと協議,1振返りを記入した指導案・・40点\\n2幼稚園等での観察記録・・20点\\n3「今回の実践で見出した自らの教師としての音・美・身体を巡る課題について; 次の実習までの間; あなたが大学や日常生活のなかで改善するために行おうと思うことや心がけについて具体的に1500字で述べなさい。その際; 文献を引用して述べるようにすること。」・・40点,
12FEQo,1,火5,児童福祉論I,西館有沙,2; 3; 4,専門教育科目第二校種免許専門科目,1,発113講義室,第1回目児童福祉の法体系\\n第2回目子育て支援の必要性\\n第3回目子育て支援に関する国の施策\\n第4回目保育サービスの現状と課題\\n第5回目待機児童の現状と課題\\n第6回目児童の健全育成のための施策\\n第7回目児童の権利と子どもの貧困\\n第8回目ひとり親・貧困家庭の福祉\\n期末試験,学期末には、原則として筆記の試験を行う。\\n成績評価は、授業への参加度(10%)と学期末試験(90%)の結果から総合的に判断する。\\n注)試験日は、教員の指示に従い、着席すること。\\n注)試験中に資料等を参照するなどしてはいけない。\\n注)机の上には、筆記用具のみを置き、かばんやペンケースは閉じておくこと。\\n<評価基準>\\n達成目標に示す内容について、正しく説明できる。,授業に関する質問等は、授業の前後もしくはメール(nishiari@edu.u-toyama.ac.jp)にて受け付けます。
12GCL1,1,火1,発声発語支援法I,小林宏明,,,,,,,
12GGN1,1,火2,重複障害児教育I,吉川一義,,,,,,,
12HAA1,1,火3,国語科教育法I(石川県の教育実践を含む),折川司,,,,,,,
12HCI1,1,火5,日本近現代文学I,飯島洋,,,,,,,
